"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","microphone_confirmed","device_id","view_history","trial_type_label","estimated_stimulus_onset","audio_upload","stimulus_code","sentence","condition","trial_stage","audio_url","recording_attempt","recording_filename","review_decision","saved_audio_file"
"8478","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The blue whale is the second largest animal that has ever lived on earth.</p>
              <audio controls src=""blob:https://charburnham.github.io/7cb81bd5-f27e-4bd4-9887-ace0c4da985f"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","41","281387","0.0-16.0-2.0","7brghu4wnv","","","","","","queued","F16F","The blue whale is the second largest animal that has ever lived on earth.","false","sentence_review","","1","7brghu4wnv_F16F_audio.webm","accepted","7brghu4wnv_F16F_audio.webm"
"5564","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The center of a star can be over 50 million degrees Fahrenheit.</p>
          </div>
        ","0","html-button-response","42","286954","0.0-17.0-0.0","7brghu4wnv","","","","","","","48T","The center of a star can be over 50 million degrees Fahrenheit.","true","sentence_ready","","","","",""
"5928","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The center of a star can be over 50 million degrees Fahrenheit.</p>
          </div>
        ","null","html-audio-response","43","292959","0.0-17.0-1.0","7brghu4wnv","","","","","13","","48T","The center of a star can be over 50 million degrees Fahrenheit.","true","sentence_recording","blob:https://charburnham.github.io/632d9228-8ef7-4cec-9ba7-2628fd2ad7d8","1","7brghu4wnv_48T_audio.webm","",""
"7176","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The center of a star can be over 50 million degrees Fahrenheit.</p>
              <audio controls src=""blob:https://charburnham.github.io/632d9228-8ef7-4cec-9ba7-2628fd2ad7d8"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","44","300137","0.0-17.0-2.0","7brghu4wnv","","","","","","queued","48T","The center of a star can be over 50 million degrees Fahrenheit.","true","sentence_review","","1","7brghu4wnv_48T_audio.webm","accepted","7brghu4wnv_48T_audio.webm"
"4947","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The United States has no official language.</p>
          </div>
        ","0","html-button-response","45","305087","0.0-18.0-0.0","7brghu4wnv","","","","","","","37T","The United States has no official language.","true","sentence_ready","","","","",""
"4329","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The United States has no official language.</p>
          </div>
        ","null","html-audio-response","46","309491","0.0-18.0-1.0","7brghu4wnv","","","","","17","","37T","The United States has no official language.","true","sentence_recording","blob:https://charburnham.github.io/a9d66de3-faae-498d-861d-b7f6b5ded53c","1","7brghu4wnv_37T_audio.webm","",""
"8127","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The United States has no official language.</p>
              <audio controls src=""blob:https://charburnham.github.io/a9d66de3-faae-498d-861d-b7f6b5ded53c"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","47","317620","0.0-18.0-2.0","7brghu4wnv","","","","","","queued","37T","The United States has no official language.","true","sentence_review","","1","7brghu4wnv_37T_audio.webm","accepted","7brghu4wnv_37T_audio.webm"
"5364","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Owls cannot see the color blue.</p>
          </div>
        ","0","html-button-response","48","322986","0.0-19.0-0.0","7brghu4wnv","","","","","","","F13F","Owls cannot see the color blue.","false","sentence_ready","","","","",""
"4062","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Owls cannot see the color blue.</p>
          </div>
        ","null","html-audio-response","49","327124","0.0-19.0-1.0","7brghu4wnv","","","","","16","","F13F","Owls cannot see the color blue.","false","sentence_recording","blob:https://charburnham.github.io/d35a04e6-648b-4497-90e4-b6565c98eda3","1","7brghu4wnv_F13F_audio.webm","",""
"5545","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Owls cannot see the color blue.</p>
              <audio controls src=""blob:https://charburnham.github.io/d35a04e6-648b-4497-90e4-b6565c98eda3"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","50","332670","0.0-19.0-2.0","7brghu4wnv","","","","","","queued","F13F","Owls cannot see the color blue.","false","sentence_review","","1","7brghu4wnv_F13F_audio.webm","accepted","7brghu4wnv_F13F_audio.webm"
"4912","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Automobiles were invented before traffic lights.</p>
          </div>
        ","0","html-button-response","51","337584","0.0-20.0-0.0","7brghu4wnv","","","","","","","26F","Automobiles were invented before traffic lights.","false","sentence_ready","","","","",""
"5128","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Automobiles were invented before traffic lights.</p>
          </div>
        ","null","html-audio-response","52","342790","0.0-20.0-1.0","7brghu4wnv","","","","","16","","26F","Automobiles were invented before traffic lights.","false","sentence_recording","blob:https://charburnham.github.io/0e4c5778-d7b2-4585-a7ff-c7ae0e971528","1","7brghu4wnv_26F_audio.webm","",""
"7127","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Automobiles were invented before traffic lights.</p>
              <audio controls src=""blob:https://charburnham.github.io/0e4c5778-d7b2-4585-a7ff-c7ae0e971528"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","53","349918","0.0-20.0-2.0","7brghu4wnv","","","","","","queued","26F","Automobiles were invented before traffic lights.","false","sentence_review","","1","7brghu4wnv_26F_audio.webm","accepted","7brghu4wnv_26F_audio.webm"
"4014","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">There are no species of fish which can walk on land.</p>
          </div>
        ","0","html-button-response","54","353935","0.0-21.0-0.0","7brghu4wnv","","","","","","","23F","There are no species of fish which can walk on land.","false","sentence_ready","","","","",""
"5946","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">There are no species of fish which can walk on land.</p>
          </div>
        ","null","html-audio-response","55","359957","0.0-21.0-1.0","7brghu4wnv","","","","","16","","23F","There are no species of fish which can walk on land.","false","sentence_recording","blob:https://charburnham.github.io/6f9cd29e-5eda-441f-9a33-6f719606b69a","1","7brghu4wnv_23F_audio.webm","",""
"7993","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">There are no species of fish which can walk on land.</p>
              <audio controls src=""blob:https://charburnham.github.io/6f9cd29e-5eda-441f-9a33-6f719606b69a"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","56","367952","0.0-21.0-2.0","7brghu4wnv","","","","","","queued","23F","There are no species of fish which can walk on land.","false","sentence_review","","1","7brghu4wnv_23F_audio.webm","accepted","7brghu4wnv_23F_audio.webm"
"2596","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The state of Montana does not observe daylight savings time.</p>
          </div>
        ","0","html-button-response","57","370552","0.0-22.0-0.0","7brghu4wnv","","","","","","","F8F","The state of Montana does not observe daylight savings time.","false","sentence_ready","","","","",""
"5794","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The state of Montana does not observe daylight savings time.</p>
          </div>
        ","null","html-audio-response","58","376423","0.0-22.0-1.0","7brghu4wnv","","","","","13","","F8F","The state of Montana does not observe daylight savings time.","false","sentence_recording","blob:https://charburnham.github.io/20eacd5b-82c1-4469-9c2b-a22e15b4cdfd","1","7brghu4wnv_F8F_audio.webm","",""
"7694","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The state of Montana does not observe daylight savings time.</p>
              <audio controls src=""blob:https://charburnham.github.io/20eacd5b-82c1-4469-9c2b-a22e15b4cdfd"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","59","384118","0.0-22.0-2.0","7brghu4wnv","","","","","","queued","F8F","The state of Montana does not observe daylight savings time.","false","sentence_review","","1","7brghu4wnv_F8F_audio.webm","accepted","7brghu4wnv_F8F_audio.webm"
"3812","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Camel's milk curdles faster than cow's milk.</p>
          </div>
        ","0","html-button-response","60","387933","0.0-23.0-0.0","7brghu4wnv","","","","","","","7F","Camel's milk curdles faster than cow's milk.","false","sentence_ready","","","","",""
"4862","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Camel's milk curdles faster than cow's milk.</p>
          </div>
        ","null","html-audio-response","61","392873","0.0-23.0-1.0","7brghu4wnv","","","","","15","","7F","Camel's milk curdles faster than cow's milk.","false","sentence_recording","blob:https://charburnham.github.io/21b62eaa-e634-4f58-8cb8-501f5d65e5b1","1","7brghu4wnv_7F_audio.webm","",""
"5894","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Camel's milk curdles faster than cow's milk.</p>
              <audio controls src=""blob:https://charburnham.github.io/21b62eaa-e634-4f58-8cb8-501f5d65e5b1"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","62","398768","0.0-23.0-2.0","7brghu4wnv","","","","","","queued","7F","Camel's milk curdles faster than cow's milk.","false","sentence_review","","1","7brghu4wnv_7F_audio.webm","accepted","7brghu4wnv_7F_audio.webm"
"4747","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The speed limit in New York City was fifteen mph in 1895.</p>
          </div>
        ","0","html-button-response","63","403517","0.0-24.0-0.0","7brghu4wnv","","","","","","","15F","The speed limit in New York City was fifteen mph in 1895.","false","sentence_ready","","","","",""
"7429","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The speed limit in New York City was fifteen mph in 1895.</p>
          </div>
        ","null","html-audio-response","64","411022","0.0-24.0-1.0","7brghu4wnv","","","","","18","","15F","The speed limit in New York City was fifteen mph in 1895.","false","sentence_recording","blob:https://charburnham.github.io/68bc33a3-91e9-4750-a84d-6503d2d60224","1","7brghu4wnv_15F_audio.webm","",""
"15544","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The speed limit in New York City was fifteen mph in 1895.</p>
              <audio controls src=""blob:https://charburnham.github.io/68bc33a3-91e9-4750-a84d-6503d2d60224"" class=""playback-audio""></audio>
            </div>
          ","0","html-button-response","65","426567","0.0-24.0-2.0","7brghu4wnv","","","","","","not_uploaded_rerecorded","15F","The speed limit in New York City was fifteen mph in 1895.","false","sentence_review","","1","7brghu4wnv_15F_audio.webm","rerecord","null"
"998","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The speed limit in New York City was fifteen mph in 1895.</p>
          </div>
        ","0","html-button-response","66","427567","0.0-24.1-0.1","7brghu4wnv","","","","","","","15F","The speed limit in New York City was fifteen mph in 1895.","false","sentence_ready","","","","",""
"7712","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The speed limit in New York City was fifteen mph in 1895.</p>
          </div>
        ","null","html-audio-response","67","435354","0.0-24.1-1.1","7brghu4wnv","","","","","18","","15F","The speed limit in New York City was fifteen mph in 1895.","false","sentence_recording","blob:https://charburnham.github.io/273cc6dd-c4e1-46da-8d6e-88a15c6747b3","2","7brghu4wnv_15F_audio.webm","",""
"8677","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The speed limit in New York City was fifteen mph in 1895.</p>
              <audio controls src=""blob:https://charburnham.github.io/273cc6dd-c4e1-46da-8d6e-88a15c6747b3"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","68","444032","0.0-24.1-2.1","7brghu4wnv","","","","","","queued","15F","The speed limit in New York City was fifteen mph in 1895.","false","sentence_review","","2","7brghu4wnv_15F_audio.webm","accepted","7brghu4wnv_15F_audio.webm"
"4316","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Honduras currently has the highest murder rate of any country in the world.</p>
          </div>
        ","0","html-button-response","69","448350","0.0-25.0-0.0","7brghu4wnv","","","","","","","F18T","Honduras currently has the highest murder rate of any country in the world.","true","sentence_ready","","","","",""
"6428","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Honduras currently has the highest murder rate of any country in the world.</p>
          </div>
        ","null","html-audio-response","70","454854","0.0-25.0-1.0","7brghu4wnv","","","","","12","","F18T","Honduras currently has the highest murder rate of any country in the world.","true","sentence_recording","blob:https://charburnham.github.io/d2dd39c6-16a6-4d11-8fd6-a4a99790e053","1","7brghu4wnv_F18T_audio.webm","",""
"8045","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Honduras currently has the highest murder rate of any country in the world.</p>
              <audio controls src=""blob:https://charburnham.github.io/d2dd39c6-16a6-4d11-8fd6-a4a99790e053"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","71","462900","0.0-25.0-2.0","7brghu4wnv","","","","","","queued","F18T","Honduras currently has the highest murder rate of any country in the world.","true","sentence_review","","1","7brghu4wnv_F18T_audio.webm","accepted","7brghu4wnv_F18T_audio.webm"
"3946","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Rhode Island never ratified the 18th Amendment.</p>
          </div>
        ","0","html-button-response","72","466850","0.0-26.0-0.0","7brghu4wnv","","","","","","","30T","Rhode Island never ratified the 18th Amendment.","true","sentence_ready","","","","",""
