"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","microphone_confirmed","device_id","view_history","trial_type_label","estimated_stimulus_onset","audio_upload","stimulus_code","sentence","condition","trial_stage","audio_url","recording_attempt","recording_filename","review_decision","saved_audio_file"
"1664","
    <div class=""consent"">
      <h2>Consent Form</h2>
      <p>If you agree to participate in this research, please click ""Continue"".</p>
    </div>
  ","0","html-button-response","0","1665","0.0-0.0","ha77v84840","","","","","","","","","","","","","","",""
"727","
    <div class=""instructions"">
      <h2>Instructions</h2>
      <p>In this experiment, you will see a sentence on the screen.</p>
      <p>Your task is to record yourself reading that sentence aloud using your microphone.</p>
      <p>For each sentence, you'll click <strong>Start Recording</strong> when you're ready, rather than having the recording begin right away.</p>
      <p>After each recording, you can listen back and either continue to the next sentence or re-record.</p>
      <p>Click ""Next"" to continue to the microphone test.</p>
    </div>
  ","0","html-button-response","1","2393","0.0-1.0","ha77v84840","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","2","3953","0.0-2.0","ha77v84840","yes","","","","","","","","","","","","","",""
"687","
    <div class=""content"">
      <h2>Microphone Setup</h2>
      <div class=""instruction-box"">
        <p>Before starting the experiment, we need to set up your microphone.</p>
        <p>On the next page:</p>
        <ul>
          <li>Your browser will ask for microphone permission - please click <strong>Allow</strong></li>
          <li>You'll see a dropdown menu with available microphones</li>
          <li>Select the microphone you want to use</li>
          <li>Click ""Use this microphone"" to continue</li>
        </ul>
      </div>
    </div>
  ","0","html-button-response","3","4641","0.0-3.0","ha77v84840","","","","","","","","","","","","","","",""
"","","","initialize-microphone","4","6834","0.0-4.0","ha77v84840","","be6f40006a27baa92da3d250a9ff96e9d35f75f1de6b513e47ad5d8f5a3f8bf3","","","","","","","","","","","","",""
"1390","","","instructions","5","8225","0.0-5.0","ha77v84840","","","[{""page_index"":0,""viewing_time"":1390}]","","","","","","","","","","","",""
"1119","
        <div class=""content"">
          <div class=""recording-box"">
            <h3>Microphone Test</h3>
            <p>Take a moment to get ready.</p>
            <p>Click the button below when you want to begin the test recording.</p>
          </div>
        </div>
      ","0","html-button-response","6","9345","0.0-6.0","ha77v84840","","","","microphone_test_ready","","","","","","","","","","",""
"3886","
          <div class=""content"">
          <div class=""recording-box"">
          <h3>Recording in Progress...</h3>
          <p>Speak naturally, for example: <em>""Testing, 1, 2, 3.""</em></p>
      </div>
    ","ha77v84840_microphone_test_audio.webm","html-audio-response","7","20066","0.0-7.0","ha77v84840","","","","microphone_test","2","queued","","","","","","","","",""
"13356","
    <div class=""content"">
      <div class=""begin-box"">
        <h2>Let's Begin!</h2>
        <p>Now the microphone test is done and the main part begins.</p>
        <p>Each sentence will appear first, and you'll click <strong>Start Recording</strong> when you're ready to speak.</p>
        <p>After each sentence, you'll be able to listen to your recording and decide whether to keep it or record again.</p>
        <p>Click ""Continue"" to start recording the sentences.</p>
      </div>
    </div>
  ","0","html-button-response","8","33424","0.0-8.0","ha77v84840","","","","","","","","","","","","","","",""
"7400","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Texas is the only state that permits residents to cast absentee ballots from space.</p>
          </div>
        ","0","html-button-response","9","40824","0.0-9.0-0.0","ha77v84840","","","","","","","14T","Texas is the only state that permits residents to cast absentee ballots from space.","true","sentence_ready","","","","",""
"8057","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Texas is the only state that permits residents to cast absentee ballots from space.</p>
          </div>
        ","null","html-audio-response","10","48938","0.0-9.0-1.0","ha77v84840","","","","","1","","14T","Texas is the only state that permits residents to cast absentee ballots from space.","true","sentence_recording","blob:https://charburnham.github.io/4d302693-864b-4509-ba29-7004446219e7","1","ha77v84840_14T_audio.webm","",""
"2005","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Texas is the only state that permits residents to cast absentee ballots from space.</p>
              <audio controls src=""blob:https://charburnham.github.io/4d302693-864b-4509-ba29-7004446219e7"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","11","50944","0.0-9.0-2.0","ha77v84840","","","","","","queued","14T","Texas is the only state that permits residents to cast absentee ballots from space.","true","sentence_review","","1","ha77v84840_14T_audio.webm","accepted","ha77v84840_14T_audio.webm"
"1982","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Roughly 7% of the world's water is fresh water.</p>
          </div>
        ","0","html-button-response","12","52928","0.0-10.0-0.0","ha77v84840","","","","","","","46F","Roughly 7% of the world's water is fresh water.","false","sentence_ready","","","","",""
"4643","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Roughly 7% of the world's water is fresh water.</p>
          </div>
        ","null","html-audio-response","13","57633","0.0-10.0-1.0","ha77v84840","","","","","1","","46F","Roughly 7% of the world's water is fresh water.","false","sentence_recording","blob:https://charburnham.github.io/737d74b9-24c2-43d2-8891-b78b6397e11d","1","ha77v84840_46F_audio.webm","",""
"830","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Roughly 7% of the world's water is fresh water.</p>
              <audio controls src=""blob:https://charburnham.github.io/737d74b9-24c2-43d2-8891-b78b6397e11d"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","14","58464","0.0-10.0-2.0","ha77v84840","","","","","","queued","46F","Roughly 7% of the world's water is fresh water.","false","sentence_review","","1","ha77v84840_46F_audio.webm","accepted","ha77v84840_46F_audio.webm"
"4878","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The speed limit in New York City was fifteen mph in 1895.</p>
          </div>
        ","0","html-button-response","15","63344","0.0-11.0-0.0","ha77v84840","","","","","","","15F","The speed limit in New York City was fifteen mph in 1895.","false","sentence_ready","","","","",""
"6922","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The speed limit in New York City was fifteen mph in 1895.</p>
          </div>
        ","null","html-audio-response","16","70322","0.0-11.0-1.0","ha77v84840","","","","","1","","15F","The speed limit in New York City was fifteen mph in 1895.","false","sentence_recording","blob:https://charburnham.github.io/aa9c43ca-ed04-4572-b692-4841dd773c4b","1","ha77v84840_15F_audio.webm","",""
"853","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The speed limit in New York City was fifteen mph in 1895.</p>
              <audio controls src=""blob:https://charburnham.github.io/aa9c43ca-ed04-4572-b692-4841dd773c4b"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","17","71176","0.0-11.0-2.0","ha77v84840","","","","","","queued","15F","The speed limit in New York City was fifteen mph in 1895.","false","sentence_review","","1","ha77v84840_15F_audio.webm","accepted","ha77v84840_15F_audio.webm"
"3174","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">James Monroe was the shortest U.S. president.</p>
          </div>
        ","0","html-button-response","18","74351","0.0-12.0-0.0","ha77v84840","","","","","","","40F","James Monroe was the shortest U.S. president.","false","sentence_ready","","","","",""
"4040","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">James Monroe was the shortest U.S. president.</p>
          </div>
        ","null","html-audio-response","19","78449","0.0-12.0-1.0","ha77v84840","","","","","1","","40F","James Monroe was the shortest U.S. president.","false","sentence_recording","blob:https://charburnham.github.io/eec32bba-d8ec-4831-b8e4-ca6a2ee09b68","1","ha77v84840_40F_audio.webm","",""
"910","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">James Monroe was the shortest U.S. president.</p>
              <audio controls src=""blob:https://charburnham.github.io/eec32bba-d8ec-4831-b8e4-ca6a2ee09b68"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","20","79360","0.0-12.0-2.0","ha77v84840","","","","","","queued","40F","James Monroe was the shortest U.S. president.","false","sentence_review","","1","ha77v84840_40F_audio.webm","accepted","ha77v84840_40F_audio.webm"
"2078","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Automobiles were invented before traffic lights.</p>
          </div>
        ","0","html-button-response","21","81439","0.0-13.0-0.0","ha77v84840","","","","","","","26F","Automobiles were invented before traffic lights.","false","sentence_ready","","","","",""
"5079","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Automobiles were invented before traffic lights.</p>
          </div>
        ","null","html-audio-response","22","86577","0.0-13.0-1.0","ha77v84840","","","","","1","","26F","Automobiles were invented before traffic lights.","false","sentence_recording","blob:https://charburnham.github.io/7b83e85e-823c-40d6-8a49-7f0545d4f8fe","1","ha77v84840_26F_audio.webm","",""
"749","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Automobiles were invented before traffic lights.</p>
              <audio controls src=""blob:https://charburnham.github.io/7b83e85e-823c-40d6-8a49-7f0545d4f8fe"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","23","87327","0.0-13.0-2.0","ha77v84840","","","","","","queued","26F","Automobiles were invented before traffic lights.","false","sentence_review","","1","ha77v84840_26F_audio.webm","accepted","ha77v84840_26F_audio.webm"
"2030","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">A bee has 3 eyes.</p>
          </div>
        ","0","html-button-response","24","89359","0.0-14.0-0.0","ha77v84840","","","","","","","4F","A bee has 3 eyes.","false","sentence_ready","","","","",""
"3223","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">A bee has 3 eyes.</p>
          </div>
        ","null","html-audio-response","25","92641","0.0-14.0-1.0","ha77v84840","","","","","1","","4F","A bee has 3 eyes.","false","sentence_recording","blob:https://charburnham.github.io/5d9616b3-ed45-4802-b7c6-580751c640b9","1","ha77v84840_4F_audio.webm","",""
"997","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">A bee has 3 eyes.</p>
              <audio controls src=""blob:https://charburnham.github.io/5d9616b3-ed45-4802-b7c6-580751c640b9"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","26","93639","0.0-14.0-2.0","ha77v84840","","","","","","queued","4F","A bee has 3 eyes.","false","sentence_review","","1","ha77v84840_4F_audio.webm","accepted","ha77v84840_4F_audio.webm"
"1934","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">An ostrich's eye is half the size of its brain.</p>
          </div>
        ","0","html-button-response","27","95575","0.0-15.0-0.0","ha77v84840","","","","","","","38F","An ostrich's eye is half the size of its brain.","false","sentence_ready","","","","",""
"4356","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">An ostrich's eye is half the size of its brain.</p>
          </div>
        ","null","html-audio-response","28","99992","0.0-15.0-1.0","ha77v84840","","","","","1","","38F","An ostrich's eye is half the size of its brain.","false","sentence_recording","blob:https://charburnham.github.io/12dcea61-d1bc-4651-8a67-499678c963e0","1","ha77v84840_38F_audio.webm","",""
"1062","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">An ostrich's eye is half the size of its brain.</p>
              <audio controls src=""blob:https://charburnham.github.io/12dcea61-d1bc-4651-8a67-499678c963e0"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","29","101055","0.0-15.0-2.0","ha77v84840","","","","","","queued","38F","An ostrich's eye is half the size of its brain.","false","sentence_review","","1","ha77v84840_38F_audio.webm","accepted","ha77v84840_38F_audio.webm"
"2126","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Traffic lights were invented before automobiles.</p>
          </div>
        ","0","html-button-response","30","103183","0.0-16.0-0.0","ha77v84840","","","","","","","26T","Traffic lights were invented before automobiles.","true","sentence_ready","","","","",""
"4466","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Traffic lights were invented before automobiles.</p>
          </div>
        ","null","html-audio-response","31","107712","0.0-16.0-1.0","ha77v84840","","","","","1","","26T","Traffic lights were invented before automobiles.","true","sentence_recording","blob:https://charburnham.github.io/02034d69-b2dc-4007-afe2-f15d04fcf983","1","ha77v84840_26T_audio.webm","",""
"709","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Traffic lights were invented before automobiles.</p>
              <audio controls src=""blob:https://charburnham.github.io/02034d69-b2dc-4007-afe2-f15d04fcf983"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","32","108423","0.0-16.0-2.0","ha77v84840","","","","","","queued","26T","Traffic lights were invented before automobiles.","true","sentence_review","","1","ha77v84840_26T_audio.webm","accepted","ha77v84840_26T_audio.webm"
"2878","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Women blink more frequently than do men.</p>
          </div>
        ","0","html-button-response","33","111303","0.0-17.0-0.0","ha77v84840","","","","","","","F19T","Women blink more frequently than do men.","true","sentence_ready","","","","",""
"4434","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Women blink more frequently than do men.</p>
          </div>
        ","null","html-audio-response","34","115800","0.0-17.0-1.0","ha77v84840","","","","","1","","F19T","Women blink more frequently than do men.","true","sentence_recording","blob:https://charburnham.github.io/b80aa349-1b9d-44e3-a595-2f0ceef35b72","1","ha77v84840_F19T_audio.webm","",""
"878","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Women blink more frequently than do men.</p>
              <audio controls src=""blob:https://charburnham.github.io/b80aa349-1b9d-44e3-a595-2f0ceef35b72"" class=""playback-audio""></audio>
            </div>
          ","0","html-button-response","35","116679","0.0-17.0-2.0","ha77v84840","","","","","","not_uploaded_rerecorded","F19T","Women blink more frequently than do men.","true","sentence_review","","1","ha77v84840_F19T_audio.webm","rerecord","null"
"7727","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Women blink more frequently than do men.</p>
          </div>
        ","0","html-button-response","36","124407","0.0-17.1-0.1","ha77v84840","","","","","","","F19T","Women blink more frequently than do men.","true","sentence_ready","","","","",""
"4031","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Women blink more frequently than do men.</p>
          </div>
        ","null","html-audio-response","37","128496","0.0-17.1-1.1","ha77v84840","","","","","1","","F19T","Women blink more frequently than do men.","true","sentence_recording","blob:https://charburnham.github.io/5619d60c-948f-4ad4-bf4e-74e883001569","2","ha77v84840_F19T_audio.webm","",""
"1062","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Women blink more frequently than do men.</p>
              <audio controls src=""blob:https://charburnham.github.io/5619d60c-948f-4ad4-bf4e-74e883001569"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","38","129559","0.0-17.1-2.1","ha77v84840","","","","","","queued","F19T","Women blink more frequently than do men.","true","sentence_review","","2","ha77v84840_F19T_audio.webm","accepted","ha77v84840_F19T_audio.webm"
"1663","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The world's first nuclear reactor was built in a tennis court.</p>
          </div>
        ","0","html-button-response","39","131223","0.0-18.0-0.0","ha77v84840","","","","","","","2F","The world's first nuclear reactor was built in a tennis court.","false","sentence_ready","","","","",""
"4796","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The world's first nuclear reactor was built in a tennis court.</p>
          </div>
        ","null","html-audio-response","40","136080","0.0-18.0-1.0","ha77v84840","","","","","1","","2F","The world's first nuclear reactor was built in a tennis court.","false","sentence_recording","blob:https://charburnham.github.io/c1e0bb74-c2b4-4195-955e-05fd42e52290","1","ha77v84840_2F_audio.webm","",""
"846","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The world's first nuclear reactor was built in a tennis court.</p>
              <audio controls src=""blob:https://charburnham.github.io/c1e0bb74-c2b4-4195-955e-05fd42e52290"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","41","136927","0.0-18.0-2.0","ha77v84840","","","","","","queued","2F","The world's first nuclear reactor was built in a tennis court.","false","sentence_review","","1","ha77v84840_2F_audio.webm","accepted","ha77v84840_2F_audio.webm"
"2246","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The average ruby-throated hummingbird weighs less than a nickel.</p>
          </div>
        ","0","html-button-response","42","139174","0.0-19.0-0.0","ha77v84840","","","","","","","8T","The average ruby-throated hummingbird weighs less than a nickel.","true","sentence_ready","","","","",""
"5246","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The average ruby-throated hummingbird weighs less than a nickel.</p>
          </div>
        ","null","html-audio-response","43","144480","0.0-19.0-1.0","ha77v84840","","","","","1","","8T","The average ruby-throated hummingbird weighs less than a nickel.","true","sentence_recording","blob:https://charburnham.github.io/b7920eca-7611-44eb-b619-1fbf6999b6bd","1","ha77v84840_8T_audio.webm","",""
"734","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The average ruby-throated hummingbird weighs less than a nickel.</p>
              <audio controls src=""blob:https://charburnham.github.io/b7920eca-7611-44eb-b619-1fbf6999b6bd"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","44","145214","0.0-19.0-2.0","ha77v84840","","","","","","queued","8T","The average ruby-throated hummingbird weighs less than a nickel.","true","sentence_review","","1","ha77v84840_8T_audio.webm","accepted","ha77v84840_8T_audio.webm"
"1606","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">China only has one official time zone.</p>
          </div>
        ","0","html-button-response","45","146822","0.0-20.0-0.0","ha77v84840","","","","","","","F5T","China only has one official time zone.","true","sentence_ready","","","","",""
"4092","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">China only has one official time zone.</p>
          </div>
        ","null","html-audio-response","46","150976","0.0-20.0-1.0","ha77v84840","","","","","1","","F5T","China only has one official time zone.","true","sentence_recording","blob:https://charburnham.github.io/b4e2177d-cec0-4079-a895-3afa7319effe","1","ha77v84840_F5T_audio.webm","",""
"766","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">China only has one official time zone.</p>
              <audio controls src=""blob:https://charburnham.github.io/b4e2177d-cec0-4079-a895-3afa7319effe"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","47","151742","0.0-20.0-2.0","ha77v84840","","","","","","queued","F5T","China only has one official time zone.","true","sentence_review","","1","ha77v84840_F5T_audio.webm","accepted","ha77v84840_F5T_audio.webm"
"3030","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Taiwan is the only country whose national flag is not rectangular.</p>
          </div>
        ","0","html-button-response","48","154774","0.0-21.0-0.0","ha77v84840","","","","","","","35F","Taiwan is the only country whose national flag is not rectangular.","false","sentence_ready","","","","",""
"6158","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Taiwan is the only country whose national flag is not rectangular.</p>
          </div>
        ","null","html-audio-response","49","160992","0.0-21.0-1.0","ha77v84840","","","","","1","","35F","Taiwan is the only country whose national flag is not rectangular.","false","sentence_recording","blob:https://charburnham.github.io/c1f575f8-f630-4a61-b48b-33c6ec9dd535","1","ha77v84840_35F_audio.webm","",""
"902","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Taiwan is the only country whose national flag is not rectangular.</p>
              <audio controls src=""blob:https://charburnham.github.io/c1f575f8-f630-4a61-b48b-33c6ec9dd535"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","50","161894","0.0-21.0-2.0","ha77v84840","","","","","","queued","35F","Taiwan is the only country whose national flag is not rectangular.","false","sentence_review","","1","ha77v84840_35F_audio.webm","accepted","ha77v84840_35F_audio.webm"
"11390","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">In Ancient Egypt, a yard was the length of a man's arm span.</p>
          </div>
        ","0","html-button-response","51","173286","0.0-22.0-0.0","ha77v84840","","","","","","","F15F","In Ancient Egypt, a yard was the length of a man's arm span.","false","sentence_ready","","","","",""
"5602","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">In Ancient Egypt, a yard was the length of a man's arm span.</p>
          </div>
        ","null","html-audio-response","52","178943","0.0-22.0-1.0","ha77v84840","","","","","1","","F15F","In Ancient Egypt, a yard was the length of a man's arm span.","false","sentence_recording","blob:https://charburnham.github.io/5c291403-a09b-42cd-b036-b7f6e3ea3d2e","1","ha77v84840_F15F_audio.webm","",""
"965","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">In Ancient Egypt, a yard was the length of a man's arm span.</p>
              <audio controls src=""blob:https://charburnham.github.io/5c291403-a09b-42cd-b036-b7f6e3ea3d2e"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","53","179910","0.0-22.0-2.0","ha77v84840","","","","","","queued","F15F","In Ancient Egypt, a yard was the length of a man's arm span.","false","sentence_review","","1","ha77v84840_F15F_audio.webm","accepted","ha77v84840_F15F_audio.webm"
"1614","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Nepal is the only country whose national flag is not rectangular.</p>
          </div>
        ","0","html-button-response","54","181526","0.0-23.0-0.0","ha77v84840","","","","","","","35T","Nepal is the only country whose national flag is not rectangular.","true","sentence_ready","","","","",""
"3682","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Nepal is the only country whose national flag is not rectangular.</p>
          </div>
        ","null","html-audio-response","55","185263","0.0-23.0-1.0","ha77v84840","","","","","1","","35T","Nepal is the only country whose national flag is not rectangular.","true","sentence_recording","blob:https://charburnham.github.io/b3140b93-a171-40df-96e2-46b1d042ff91","1","ha77v84840_35T_audio.webm","",""
"1174","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Nepal is the only country whose national flag is not rectangular.</p>
              <audio controls src=""blob:https://charburnham.github.io/b3140b93-a171-40df-96e2-46b1d042ff91"" class=""playback-audio""></audio>
            </div>
          ","0","html-button-response","56","186438","0.0-23.0-2.0","ha77v84840","","","","","","not_uploaded_rerecorded","35T","Nepal is the only country whose national flag is not rectangular.","true","sentence_review","","1","ha77v84840_35T_audio.webm","rerecord","null"
"1223","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Nepal is the only country whose national flag is not rectangular.</p>
          </div>
        ","0","html-button-response","57","187662","0.0-23.1-0.1","ha77v84840","","","","","","","35T","Nepal is the only country whose national flag is not rectangular.","true","sentence_ready","","","","",""
"5454","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Nepal is the only country whose national flag is not rectangular.</p>
          </div>
        ","null","html-audio-response","58","193175","0.0-23.1-1.1","ha77v84840","","","","","1","","35T","Nepal is the only country whose national flag is not rectangular.","true","sentence_recording","blob:https://charburnham.github.io/c4629873-ca7b-4c42-bc10-468669054888","2","ha77v84840_35T_audio.webm","",""
"734","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Nepal is the only country whose national flag is not rectangular.</p>
              <audio controls src=""blob:https://charburnham.github.io/c4629873-ca7b-4c42-bc10-468669054888"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","59","193910","0.0-23.1-2.1","ha77v84840","","","","","","queued","35T","Nepal is the only country whose national flag is not rectangular.","true","sentence_review","","2","ha77v84840_35T_audio.webm","accepted","ha77v84840_35T_audio.webm"
