"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","microphone_confirmed","device_id","view_history","trial_type_label","estimated_stimulus_onset","audio_upload","stimulus_code","sentence","condition","trial_stage","audio_url","recording_attempt","recording_filename","review_decision","saved_audio_file"
"2724","
    <div class=""consent"">
      <h2>Consent Form</h2>
      <p>If you agree to participate in this research, please click ""Continue"".</p>
    </div>
  ","0","html-button-response","0","2726","0.0-0.0","6nhu1nbwba","","","","","","","","","","","","","","",""
"1192","
    <div class=""instructions"">
      <h2>Instructions</h2>
      <p>In this experiment, you will see a sentence on the screen.</p>
      <p>Your task is to record yourself reading that sentence aloud using your microphone.</p>
      <p>For each sentence, you'll click <strong>Start Recording</strong> when you're ready, rather than having the recording begin right away.</p>
      <p>After each recording, you can listen back and either continue to the next sentence or re-record.</p>
      <p>Click ""Next"" to continue to the microphone test.</p>
    </div>
  ","0","html-button-response","1","3921","0.0-1.0","6nhu1nbwba","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","2","5598","0.0-2.0","6nhu1nbwba","yes","","","","","","","","","","","","","",""
"1006","
    <div class=""content"">
      <h2>Microphone Setup</h2>
      <div class=""instruction-box"">
        <p>Before starting the experiment, we need to set up your microphone.</p>
        <p>On the next page:</p>
        <ul>
          <li>Your browser will ask for microphone permission - please click <strong>Allow</strong></li>
          <li>You'll see a dropdown menu with available microphones</li>
          <li>Select the microphone you want to use</li>
          <li>Click ""Use this microphone"" to continue</li>
        </ul>
      </div>
    </div>
  ","0","html-button-response","3","6607","0.0-3.0","6nhu1nbwba","","","","","","","","","","","","","","",""
"","","","initialize-microphone","4","9357","0.0-4.0","6nhu1nbwba","","bfe6b30e5c71667f4139593ba2ceffa17d91d704b4db2677902d058b17a33173","","","","","","","","","","","","",""
"968","","","instructions","5","10326","0.0-5.0","6nhu1nbwba","","","[{""page_index"":0,""viewing_time"":968}]","","","","","","","","","","","",""
"1340","
        <div class=""content"">
          <div class=""recording-box"">
            <h3>Microphone Test</h3>
            <p>Take a moment to get ready.</p>
            <p>Click the button below when you want to begin the test recording.</p>
          </div>
        </div>
      ","0","html-button-response","6","11669","0.0-6.0","6nhu1nbwba","","","","microphone_test_ready","","","","","","","","","","",""
"1996","
          <div class=""content"">
          <div class=""recording-box"">
          <h3>Recording in Progress...</h3>
          <p>Speak naturally, for example: <em>""Testing, 1, 2, 3.""</em></p>
      </div>
    ","6nhu1nbwba_microphone_test_audio.webm","html-audio-response","7","18009","0.0-7.0","6nhu1nbwba","","","","microphone_test","18","queued","","","","","","","","",""
"1592","
    <div class=""content"">
      <div class=""begin-box"">
        <h2>Let's Begin!</h2>
        <p>Now the microphone test is done and the main part begins.</p>
        <p>Each sentence will appear first, and you'll click <strong>Start Recording</strong> when you're ready to speak.</p>
        <p>After each sentence, you'll be able to listen to your recording and decide whether to keep it or record again.</p>
        <p>Click ""Continue"" to start recording the sentences.</p>
      </div>
    </div>
  ","0","html-button-response","8","19606","0.0-8.0","6nhu1nbwba","","","","","","","","","","","","","","",""
"4857","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The average ruby-throated hummingbird has the same weight as 3 nickels.</p>
          </div>
        ","0","html-button-response","9","24466","0.0-9.0-0.0","6nhu1nbwba","","","","","","","8F","The average ruby-throated hummingbird has the same weight as 3 nickels.","false","sentence_ready","","","","",""
"5563","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The average ruby-throated hummingbird has the same weight as 3 nickels.</p>
          </div>
        ","null","html-audio-response","10","30107","0.0-9.0-1.0","6nhu1nbwba","","","","","17","","8F","The average ruby-throated hummingbird has the same weight as 3 nickels.","false","sentence_recording","blob:https://charburnham.github.io/f4408b0e-b40f-44e1-9f7d-9a08d36c11a7","1","6nhu1nbwba_8F_audio.webm","",""
"6764","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The average ruby-throated hummingbird has the same weight as 3 nickels.</p>
              <audio controls src=""blob:https://charburnham.github.io/f4408b0e-b40f-44e1-9f7d-9a08d36c11a7"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","11","36874","0.0-9.0-2.0","6nhu1nbwba","","","","","","queued","8F","The average ruby-throated hummingbird has the same weight as 3 nickels.","false","sentence_review","","1","6nhu1nbwba_8F_audio.webm","accepted","6nhu1nbwba_8F_audio.webm"
"1851","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Golf was invented before tennis.</p>
          </div>
        ","0","html-button-response","12","38729","0.0-10.0-0.0","6nhu1nbwba","","","","","","","27F","Golf was invented before tennis.","false","sentence_ready","","","","",""
"3791","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Golf was invented before tennis.</p>
          </div>
        ","null","html-audio-response","13","42591","0.0-10.0-1.0","6nhu1nbwba","","","","","8","","27F","Golf was invented before tennis.","false","sentence_recording","blob:https://charburnham.github.io/ce9d5e9d-3ab6-4f7b-a2e5-c6411ac083d5","1","6nhu1nbwba_27F_audio.webm","",""
"4755","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Golf was invented before tennis.</p>
              <audio controls src=""blob:https://charburnham.github.io/ce9d5e9d-3ab6-4f7b-a2e5-c6411ac083d5"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","14","47354","0.0-10.0-2.0","6nhu1nbwba","","","","","","queued","27F","Golf was invented before tennis.","false","sentence_review","","1","6nhu1nbwba_27F_audio.webm","accepted","6nhu1nbwba_27F_audio.webm"
"3298","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Fourteen U.S. presidents have been only children.</p>
          </div>
        ","0","html-button-response","15","50656","0.0-11.0-0.0","6nhu1nbwba","","","","","","","10F","Fourteen U.S. presidents have been only children.","false","sentence_ready","","","","",""
"4209","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Fourteen U.S. presidents have been only children.</p>
          </div>
        ","null","html-audio-response","16","54941","0.0-11.0-1.0","6nhu1nbwba","","","","","10","","10F","Fourteen U.S. presidents have been only children.","false","sentence_recording","blob:https://charburnham.github.io/ccaccc73-5513-4ee3-bcc9-159a20817cd6","1","6nhu1nbwba_10F_audio.webm","",""
"5072","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Fourteen U.S. presidents have been only children.</p>
              <audio controls src=""blob:https://charburnham.github.io/ccaccc73-5513-4ee3-bcc9-159a20817cd6"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","17","60014","0.0-11.0-2.0","6nhu1nbwba","","","","","","queued","10F","Fourteen U.S. presidents have been only children.","false","sentence_review","","1","6nhu1nbwba_10F_audio.webm","accepted","6nhu1nbwba_10F_audio.webm"
"2526","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Jupiter's mass is approximately 317 times earth's.</p>
          </div>
        ","0","html-button-response","18","62544","0.0-12.0-0.0","6nhu1nbwba","","","","","","","52T","Jupiter's mass is approximately 317 times earth's.","true","sentence_ready","","","","",""
"5209","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Jupiter's mass is approximately 317 times earth's.</p>
          </div>
        ","null","html-audio-response","19","67825","0.0-12.0-1.0","6nhu1nbwba","","","","","5","","52T","Jupiter's mass is approximately 317 times earth's.","true","sentence_recording","blob:https://charburnham.github.io/870c60a8-0d72-4ed8-8170-b2e1ebcf8705","1","6nhu1nbwba_52T_audio.webm","",""
"1650","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Jupiter's mass is approximately 317 times earth's.</p>
              <audio controls src=""blob:https://charburnham.github.io/870c60a8-0d72-4ed8-8170-b2e1ebcf8705"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","20","69478","0.0-12.0-2.0","6nhu1nbwba","","","","","","queued","52T","Jupiter's mass is approximately 317 times earth's.","true","sentence_review","","1","6nhu1nbwba_52T_audio.webm","accepted","6nhu1nbwba_52T_audio.webm"
"97595","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The first trains went into operation in the 1690s.</p>
          </div>
        ","0","html-button-response","21","167076","0.0-13.0-0.0","6nhu1nbwba","","","","","","","45F","The first trains went into operation in the 1690s.","false","sentence_ready","","","","",""
"4862","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The first trains went into operation in the 1690s.</p>
          </div>
        ","null","html-audio-response","22","172010","0.0-13.0-1.0","6nhu1nbwba","","","","","9","","45F","The first trains went into operation in the 1690s.","false","sentence_recording","blob:https://charburnham.github.io/fa501c1e-de3a-4102-956a-55d45ca842b2","1","6nhu1nbwba_45F_audio.webm","",""
"10775","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The first trains went into operation in the 1690s.</p>
              <audio controls src=""blob:https://charburnham.github.io/fa501c1e-de3a-4102-956a-55d45ca842b2"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","23","182791","0.0-13.0-2.0","6nhu1nbwba","","","","","","queued","45F","The first trains went into operation in the 1690s.","false","sentence_review","","1","6nhu1nbwba_45F_audio.webm","accepted","6nhu1nbwba_45F_audio.webm"
"3043","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Elephants can jump higher than humans.</p>
          </div>
        ","0","html-button-response","24","185840","0.0-14.0-0.0","6nhu1nbwba","","","","","","","F3F","Elephants can jump higher than humans.","false","sentence_ready","","","","",""
"3823","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Elephants can jump higher than humans.</p>
          </div>
        ","null","html-audio-response","25","189743","0.0-14.0-1.0","6nhu1nbwba","","","","","17","","F3F","Elephants can jump higher than humans.","false","sentence_recording","blob:https://charburnham.github.io/d039ba21-83be-4702-92a2-27bfe78b2ac8","1","6nhu1nbwba_F3F_audio.webm","",""
"5107","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Elephants can jump higher than humans.</p>
              <audio controls src=""blob:https://charburnham.github.io/d039ba21-83be-4702-92a2-27bfe78b2ac8"" class=""playback-audio""></audio>
            </div>
          ","0","html-button-response","26","194854","0.0-14.0-2.0","6nhu1nbwba","","","","","","not_uploaded_rerecorded","F3F","Elephants can jump higher than humans.","false","sentence_review","","1","6nhu1nbwba_F3F_audio.webm","rerecord","null"
"1037","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Elephants can jump higher than humans.</p>
          </div>
        ","0","html-button-response","27","195893","0.0-14.1-0.1","6nhu1nbwba","","","","","","","F3F","Elephants can jump higher than humans.","false","sentence_ready","","","","",""
"3702","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Elephants can jump higher than humans.</p>
          </div>
        ","null","html-audio-response","28","199677","0.0-14.1-1.1","6nhu1nbwba","","","","","6","","F3F","Elephants can jump higher than humans.","false","sentence_recording","blob:https://charburnham.github.io/1045b0c9-eee3-441b-9d1f-6249b34e54c4","2","6nhu1nbwba_F3F_audio.webm","",""
"711","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Elephants can jump higher than humans.</p>
              <audio controls src=""blob:https://charburnham.github.io/1045b0c9-eee3-441b-9d1f-6249b34e54c4"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","29","200390","0.0-14.1-2.1","6nhu1nbwba","","","","","","queued","F3F","Elephants can jump higher than humans.","false","sentence_review","","2","6nhu1nbwba_F3F_audio.webm","accepted","6nhu1nbwba_F3F_audio.webm"
"872","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">A honeybee can fly at 15 mph.</p>
          </div>
        ","0","html-button-response","30","201264","0.0-15.0-0.0","6nhu1nbwba","","","","","","","5T","A honeybee can fly at 15 mph.","true","sentence_ready","","","","",""
"4893","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">A honeybee can fly at 15 mph.</p>
          </div>
        ","null","html-audio-response","31","206226","0.0-15.0-1.0","6nhu1nbwba","","","","","3","","5T","A honeybee can fly at 15 mph.","true","sentence_recording","blob:https://charburnham.github.io/0138fd09-3af6-488c-a6bb-9e4bfa3147b8","1","6nhu1nbwba_5T_audio.webm","",""
"1317","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">A honeybee can fly at 15 mph.</p>
              <audio controls src=""blob:https://charburnham.github.io/0138fd09-3af6-488c-a6bb-9e4bfa3147b8"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","32","207545","0.0-15.0-2.0","6nhu1nbwba","","","","","","queued","5T","A honeybee can fly at 15 mph.","true","sentence_review","","1","6nhu1nbwba_5T_audio.webm","accepted","6nhu1nbwba_5T_audio.webm"
"2990","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Louisiana was named after Louis 14th.</p>
          </div>
        ","0","html-button-response","33","210538","0.0-16.0-0.0","6nhu1nbwba","","","","","","","17T","Louisiana was named after Louis 14th.","true","sentence_ready","","","","",""
"4491","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Louisiana was named after Louis 14th.</p>
          </div>
        ","null","html-audio-response","34","215109","0.0-16.0-1.0","6nhu1nbwba","","","","","17","","17T","Louisiana was named after Louis 14th.","true","sentence_recording","blob:https://charburnham.github.io/5703786a-b570-4acd-a03a-f36410157a0c","1","6nhu1nbwba_17T_audio.webm","",""
"6476","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Louisiana was named after Louis 14th.</p>
              <audio controls src=""blob:https://charburnham.github.io/5703786a-b570-4acd-a03a-f36410157a0c"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","35","221589","0.0-16.0-2.0","6nhu1nbwba","","","","","","queued","17T","Louisiana was named after Louis 14th.","true","sentence_review","","1","6nhu1nbwba_17T_audio.webm","accepted","6nhu1nbwba_17T_audio.webm"
"1779","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The speed limit in New York City was fifteen mph in 1895.</p>
          </div>
        ","0","html-button-response","36","223371","0.0-17.0-0.0","6nhu1nbwba","","","","","","","15F","The speed limit in New York City was fifteen mph in 1895.","false","sentence_ready","","","","",""
"6456","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The speed limit in New York City was fifteen mph in 1895.</p>
          </div>
        ","null","html-audio-response","37","229910","0.0-17.0-1.0","6nhu1nbwba","","","","","10","","15F","The speed limit in New York City was fifteen mph in 1895.","false","sentence_recording","blob:https://charburnham.github.io/1b406cc4-269b-41d4-a118-5fc19fd78f55","1","6nhu1nbwba_15F_audio.webm","",""
"764","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The speed limit in New York City was fifteen mph in 1895.</p>
              <audio controls src=""blob:https://charburnham.github.io/1b406cc4-269b-41d4-a118-5fc19fd78f55"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","38","230677","0.0-17.0-2.0","6nhu1nbwba","","","","","","queued","15F","The speed limit in New York City was fifteen mph in 1895.","false","sentence_review","","1","6nhu1nbwba_15F_audio.webm","accepted","6nhu1nbwba_15F_audio.webm"
"1404","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">A starfish can release approximately 2.5 million eggs at once.</p>
          </div>
        ","0","html-button-response","39","232084","0.0-18.0-0.0","6nhu1nbwba","","","","","","","24T","A starfish can release approximately 2.5 million eggs at once.","true","sentence_ready","","","","",""
"6006","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">A starfish can release approximately 2.5 million eggs at once.</p>
          </div>
        ","null","html-audio-response","40","238176","0.0-18.0-1.0","6nhu1nbwba","","","","","16","","24T","A starfish can release approximately 2.5 million eggs at once.","true","sentence_recording","blob:https://charburnham.github.io/4daef4e8-df69-4195-b811-95e33a3d634e","1","6nhu1nbwba_24T_audio.webm","",""
"2156","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">A starfish can release approximately 2.5 million eggs at once.</p>
              <audio controls src=""blob:https://charburnham.github.io/4daef4e8-df69-4195-b811-95e33a3d634e"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","41","240336","0.0-18.0-2.0","6nhu1nbwba","","","","","","queued","24T","A starfish can release approximately 2.5 million eggs at once.","true","sentence_review","","1","6nhu1nbwba_24T_audio.webm","accepted","6nhu1nbwba_24T_audio.webm"
"4290","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The United States has no official language.</p>
          </div>
        ","0","html-button-response","42","244629","0.0-19.0-0.0","6nhu1nbwba","","","","","","","37T","The United States has no official language.","true","sentence_ready","","","","",""
"3770","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The United States has no official language.</p>
          </div>
        ","null","html-audio-response","43","248476","0.0-19.0-1.0","6nhu1nbwba","","","","","10","","37T","The United States has no official language.","true","sentence_recording","blob:https://charburnham.github.io/0f8bce10-b446-4609-831a-0865c784f962","1","6nhu1nbwba_37T_audio.webm","",""
"746","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The United States has no official language.</p>
              <audio controls src=""blob:https://charburnham.github.io/0f8bce10-b446-4609-831a-0865c784f962"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","44","249225","0.0-19.0-2.0","6nhu1nbwba","","","","","","queued","37T","The United States has no official language.","true","sentence_review","","1","6nhu1nbwba_37T_audio.webm","accepted","6nhu1nbwba_37T_audio.webm"
"985","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">A jellyfish is more than 70% water.</p>
          </div>
        ","0","html-button-response","45","250214","0.0-20.0-0.0","6nhu1nbwba","","","","","","","F9F","A jellyfish is more than 70% water.","false","sentence_ready","","","","",""
"4263","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">A jellyfish is more than 70% water.</p>
          </div>
        ","null","html-audio-response","46","254543","0.0-20.0-1.0","6nhu1nbwba","","","","","3","","F9F","A jellyfish is more than 70% water.","false","sentence_recording","blob:https://charburnham.github.io/f5299e18-5e9c-4aff-a020-62da42c059ab","1","6nhu1nbwba_F9F_audio.webm","",""
"649","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">A jellyfish is more than 70% water.</p>
              <audio controls src=""blob:https://charburnham.github.io/f5299e18-5e9c-4aff-a020-62da42c059ab"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","47","255195","0.0-20.0-2.0","6nhu1nbwba","","","","","","queued","F9F","A jellyfish is more than 70% water.","false","sentence_review","","1","6nhu1nbwba_F9F_audio.webm","accepted","6nhu1nbwba_F9F_audio.webm"
"977","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Roughly 3% of the world's water is fresh water.</p>
          </div>
        ","0","html-button-response","48","256176","0.0-21.0-0.0","6nhu1nbwba","","","","","","","46T","Roughly 3% of the world's water is fresh water.","true","sentence_ready","","","","",""
"4391","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Roughly 3% of the world's water is fresh water.</p>
          </div>
        ","null","html-audio-response","49","260644","0.0-21.0-1.0","6nhu1nbwba","","","","","9","","46T","Roughly 3% of the world's water is fresh water.","true","sentence_recording","blob:https://charburnham.github.io/b12baf64-c48e-4828-94ee-de561de9a2c1","1","6nhu1nbwba_46T_audio.webm","",""
"830","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Roughly 3% of the world's water is fresh water.</p>
              <audio controls src=""blob:https://charburnham.github.io/b12baf64-c48e-4828-94ee-de561de9a2c1"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","50","261477","0.0-21.0-2.0","6nhu1nbwba","","","","","","queued","46T","Roughly 3% of the world's water is fresh water.","true","sentence_review","","1","6nhu1nbwba_46T_audio.webm","accepted","6nhu1nbwba_46T_audio.webm"
"1085","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The world's first nuclear reactor was built in a squash court.</p>
          </div>
        ","0","html-button-response","51","262565","0.0-22.0-0.0","6nhu1nbwba","","","","","","","2T","The world's first nuclear reactor was built in a squash court.","true","sentence_ready","","","","",""
"4795","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The world's first nuclear reactor was built in a squash court.</p>
          </div>
        ","null","html-audio-response","52","267426","0.0-22.0-1.0","6nhu1nbwba","","","","","3","","2T","The world's first nuclear reactor was built in a squash court.","true","sentence_recording","blob:https://charburnham.github.io/7efecdb3-e975-402c-b55c-e0486888fcb0","1","6nhu1nbwba_2T_audio.webm","",""
"565","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The world's first nuclear reactor was built in a squash court.</p>
              <audio controls src=""blob:https://charburnham.github.io/7efecdb3-e975-402c-b55c-e0486888fcb0"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","53","267994","0.0-22.0-2.0","6nhu1nbwba","","","","","","queued","2T","The world's first nuclear reactor was built in a squash court.","true","sentence_review","","1","6nhu1nbwba_2T_audio.webm","accepted","6nhu1nbwba_2T_audio.webm"
"799","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Almonds are part of the apple family.</p>
          </div>
        ","0","html-button-response","54","268796","0.0-23.0-0.0","6nhu1nbwba","","","","","","","9F","Almonds are part of the apple family.","false","sentence_ready","","","","",""
"3753","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Almonds are part of the apple family.</p>
          </div>
        ","null","html-audio-response","55","272627","0.0-23.0-1.0","6nhu1nbwba","","","","","7","","9F","Almonds are part of the apple family.","false","sentence_recording","blob:https://charburnham.github.io/eda7fc58-0201-4265-a4a2-57db847efc66","1","6nhu1nbwba_9F_audio.webm","",""
"5893","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Almonds are part of the apple family.</p>
              <audio controls src=""blob:https://charburnham.github.io/eda7fc58-0201-4265-a4a2-57db847efc66"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","56","278523","0.0-23.0-2.0","6nhu1nbwba","","","","","","queued","9F","Almonds are part of the apple family.","false","sentence_review","","1","6nhu1nbwba_9F_audio.webm","accepted","6nhu1nbwba_9F_audio.webm"
"10705","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The large intestine is about 7 feet long.</p>
          </div>
        ","0","html-button-response","57","289232","0.0-24.0-0.0","6nhu1nbwba","","","","","","","44F","The large intestine is about 7 feet long.","false","sentence_ready","","","","",""
"4206","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The large intestine is about 7 feet long.</p>
          </div>
        ","null","html-audio-response","58","293528","0.0-24.0-1.0","6nhu1nbwba","","","","","16","","44F","The large intestine is about 7 feet long.","false","sentence_recording","blob:https://charburnham.github.io/54559724-9f8e-4783-9272-20dcafbaf2f4","1","6nhu1nbwba_44F_audio.webm","",""
